ensembl_id	ensembl_version	gene_symbol	gene_type	symbol_ambiguous	on_panel
ENSG00000264760	1	MIR3141	miRNA	False	False
ENSG00000264763	1	MIR4295	miRNA	False	False
ENSG00000264764	1	MIR4772	miRNA	False	False
ENSG00000264765	1	AC098850.2	lncRNA	False	False
ENSG00000264767	2	RN7SL237P	misc_RNA	False	False
ENSG00000264769	1	AC145207.8	lncRNA	False	False
ENSG00000264773	1	MIR4420	miRNA	False	False
ENSG00000264781	1	MIR4537	miRNA	False	False
ENSG00000264785	1	AC005722.4	lncRNA	False	False
ENSG00000264788	1	MIR3148	miRNA	False	False
ENSG00000264790	1	AC021382.1	lncRNA	False	False
ENSG00000264791	1	AC004147.3	lncRNA	False	False
ENSG00000264792	1	MIR4637	miRNA	False	False
ENSG00000264793	1	MIR4771-1	miRNA	False	False
ENSG00000264796	1	MIR5009	miRNA	False	False
ENSG00000264800	1	MIR4294	miRNA	False	False
ENSG00000264802	1	MIR5191	miRNA	False	False
ENSG00000264803	1	MIR378C	miRNA	False	False
ENSG00000264808	1	AC068025.1	lncRNA	False	False
ENSG00000264809	2	Metazoa_SRP	misc_RNA	True	False
ENSG00000264810	1	MIR4441	miRNA	False	False
ENSG00000264813	6	AC113554.1	protein_coding	False	False
ENSG00000264814	1	MIR1273C	miRNA	False	False
ENSG00000264823	3	MIR3154	miRNA	False	False
ENSG00000264824	1	MIR5571	miRNA	False	False
ENSG00000264825	1	AC091588.2	lncRNA	False	False
ENSG00000264829	1	AC087749.2	lncRNA	False	False
ENSG00000264833	1	RN7SL468P	misc_RNA	False	False
ENSG00000264834	1	AC099677.4	miRNA	False	False
ENSG00000264840	1	RN7SL404P	misc_RNA	False	False
ENSG00000264843	1	AP001180.4	lncRNA	False	False
ENSG00000264850	1	MIR4310	miRNA	False	False
ENSG00000264857	1	MIR5696	miRNA	False	False
ENSG00000264859	6	DSG2-AS1	lncRNA	False	False
ENSG00000264862	2	RN7SL45P	misc_RNA	False	False
ENSG00000264864	1	MIR3613	miRNA	False	False
ENSG00000264869	2	AC068112.1	lncRNA	False	False
ENSG00000264876	2	AP005209.1	lncRNA	False	False
ENSG00000264879	2	RN7SL690P	misc_RNA	False	False
ENSG00000264880	1	AP005901.2	lncRNA	False	False
ENSG00000264881	1	AL358013.1	miRNA	False	False
ENSG00000264897	1	MIR3921	miRNA	False	False
ENSG00000264901	1	MIR3616	miRNA	False	False
ENSG00000264902	1	MIR5701-3	miRNA	False	False
ENSG00000264906	1	MIR4494	miRNA	False	False
ENSG00000264910	2	RN7SL525P	misc_RNA	False	False
ENSG00000264914	1	AC015845.1	lncRNA	False	False
ENSG00000264916	2	RN7SL230P	misc_RNA	False	False
ENSG00000264922	1	MIR4540	miRNA	False	False
ENSG00000264924	1	AC090772.1	lncRNA	False	False
ENSG00000264926	1	MIR378F	miRNA	False	False
ENSG00000264931	1	MIR3138	miRNA	False	False
ENSG00000264932	3	AC115989.1	lncRNA	False	False
ENSG00000264933	2	RN7SL190P	misc_RNA	False	False
ENSG00000264934	1	MIR4265	miRNA	False	False
ENSG00000264937	1	AC100830.2	lncRNA	False	False
ENSG00000264940	5	SNORD3C	snoRNA	False	False
ENSG00000264941	1	MIR4474	miRNA	False	False
ENSG00000264947	1	MIR3181	miRNA	False	False
ENSG00000264954	2	PRR29-AS1	lncRNA	False	False
ENSG00000264956	2	AC138761.1	lncRNA	False	False
ENSG00000264961	1	MIR4730	miRNA	False	False
ENSG00000264963	2	RN7SL440P	misc_RNA	False	False
ENSG00000264964	2	AP001033.1	lncRNA	False	False
ENSG00000264966	1	MIR5094	miRNA	False	False
ENSG00000264968	1	AC090844.2	lncRNA	False	False
ENSG00000264974	1	MIR4789	miRNA	False	False
ENSG00000264975	1	MIR4431	miRNA	False	False
ENSG00000264978	2	RN7SL630P	misc_RNA	False	False
ENSG00000264979	1	MIR4436B1	miRNA	False	False
ENSG00000264982	1	AC015563.2	lncRNA	False	False
ENSG00000264984	1	MIR5691	miRNA	False	False
ENSG00000264985	4	AC124804.1	lncRNA	False	False
ENSG00000264986	1	MIR5092	miRNA	False	False
ENSG00000264990	1	AC005549.1	lncRNA	False	False
ENSG00000264994	1	SNORD92	snoRNA	False	False
ENSG00000264997	1	SNORD39	snoRNA	True	False
ENSG00000264999	1	MIR5089	miRNA	False	False
ENSG00000265000	1	MARCHF10-DT	lncRNA	False	False
ENSG00000265003	1	MIR4780	miRNA	False	False
ENSG00000265005	1	MIR548W	miRNA	False	False
ENSG00000265007	1	MIR4327	miRNA	False	False
ENSG00000265008	1	AC011825.4	lncRNA	False	False
ENSG00000265014	1	MIR3160-1	miRNA	False	False
ENSG00000265028	1	AC012087.1	miRNA	False	False
ENSG00000265033	2	RN7SL262P	misc_RNA	False	False
ENSG00000265043	1	AC068418.2	lncRNA	False	False
ENSG00000265046	1	AC004253.2	lncRNA	False	False
ENSG00000265052	2	RN7SL622P	misc_RNA	False	False
ENSG00000265055	2	AC145343.1	lncRNA	False	False
ENSG00000265056	1	MIR548S	miRNA	False	False
ENSG00000265057	1	MIR4765	miRNA	False	False
ENSG00000265061	1	AC061709.1	miRNA	False	False
ENSG00000265064	1	MIR4692	miRNA	False	False
ENSG00000265069	1	AP002409.1	lncRNA	False	False
ENSG00000265073	1	AC010761.2	lncRNA	False	False
ENSG00000265075	1	MIR3622B	miRNA	False	False
ENSG00000265078	2	RN7SL664P	misc_RNA	False	False
ENSG00000265083	1	MIR3691	miRNA	False	False
ENSG00000265089	1	MIR4655	miRNA	False	False
ENSG00000265091	5	AP001496.2	lncRNA	False	False
ENSG00000265092	1	MIR4484	miRNA	False	False
ENSG00000265093	2	RN7SL246P	misc_RNA	False	False
ENSG00000265096	2	C1QTNF1-AS1	lncRNA	False	False
ENSG00000265098	3	MIR4510	miRNA	False	False
ENSG00000265100	1	AC005332.1	lncRNA	False	False
ENSG00000265101	1	AC091027.1	lncRNA	False	False
ENSG00000265102	1	MIR3942	miRNA	False	False
ENSG00000265107	3	GJA5	protein_coding	False	False
ENSG00000265110	1	MIR4731	miRNA	False	False
ENSG00000265112	1	MIR3153	miRNA	False	False
ENSG00000265115	1	AC011824.1	lncRNA	False	False
ENSG00000265118	5	AC134669.1	protein_coding	False	False
ENSG00000265121	1	AC068594.1	lncRNA	False	False
ENSG00000265123	2	RN7SL200P	misc_RNA	False	False
ENSG00000265125	5	AC011824.2	lncRNA	False	False
ENSG00000265126	1	AC004448.3	lncRNA	False	False
ENSG00000265128	1	AC016866.2	lncRNA	False	False
ENSG00000265134	1	MIR3190	miRNA	False	False
ENSG00000265135	1	MIR5687	miRNA	False	False
ENSG00000265137	3	MIR3192	miRNA	False	False
ENSG00000265139	1	AC005899.3	lncRNA	False	False
ENSG00000265140	1	MIR4301	miRNA	False	False
ENSG00000265141	2	RN7SL451P	misc_RNA	False	False
ENSG00000265142	9	MIR133A1HG	lncRNA	False	False
ENSG00000265144	1	MIR548AM	miRNA	False	False
ENSG00000265145	1	SNORD53	snoRNA	False	False
ENSG00000265148	6	TSPOAP1-AS1	lncRNA	False	False
ENSG00000265154	1	MIR151B	miRNA	False	False
ENSG00000265160	1	MIR5003	miRNA	False	False
ENSG00000265163	1	CDRT8	lncRNA	False	False
ENSG00000265164	1	MIR2681	miRNA	False	False
ENSG00000265165	1	MIR4307	miRNA	False	False
ENSG00000265168	1	AC005726.3	lncRNA	False	False
ENSG00000265170	2	RN7SL667P	misc_RNA	False	False
ENSG00000265172	1	MIR4262	miRNA	False	False
ENSG00000265176	1	MIR3202-1	miRNA	False	False
ENSG00000265178	1	MIR4728	miRNA	False	False
ENSG00000265180	1	MIR4790	miRNA	False	False
ENSG00000265181	1	MIR4674	miRNA	False	False
ENSG00000265185	6	SNORD3B-1	snoRNA	False	False
ENSG00000265190	7	ANXA8	protein_coding	False	False
ENSG00000265193	1	MIR3923	miRNA	False	False
ENSG00000265194	1	AL359922.2	lncRNA	False	False
ENSG00000265195	1	MIR4312	miRNA	False	False
ENSG00000265201	1	MIR4677	miRNA	False	False
ENSG00000265203	2	RBP3	protein_coding	False	False
ENSG00000265204	1	AC090772.2	lncRNA	False	False
ENSG00000265205	1	AC010761.3	lncRNA	False	False
ENSG00000265206	5	AC004687.1	lncRNA	False	False
ENSG00000265210	1	MIR4486	miRNA	False	False
ENSG00000265213	1	MIR3684	miRNA	False	False
ENSG00000265214	1	MIR4283-2	miRNA	False	False
ENSG00000265215	1	MIR4269	miRNA	False	False
ENSG00000265217	2	AC090358.1	lncRNA	False	False
ENSG00000265218	1	AC103810.2	lncRNA	False	False
ENSG00000265226	1	MIR548AI	miRNA	False	False
ENSG00000265227	1	MIR4699	miRNA	False	False
ENSG00000265236	1	SNORD84	snoRNA	False	False
ENSG00000265237	1	MIR3142	miRNA	False	False
ENSG00000265241	7	RBM8A	protein_coding	False	False
ENSG00000265243	1	IGLJCOR18	IG_C_pseudogene	False	False
ENSG00000265246	1	AC129926.1	lncRNA	False	False
ENSG00000265247	1	MIR4472-1	miRNA	False	False
ENSG00000265251	1	MIR4288	miRNA	False	False
ENSG00000265252	1	MIR3132	miRNA	False	False
ENSG00000265253	1	MIR4446	miRNA	False	False
ENSG00000265254	1	AC015917.2	lncRNA	False	False
ENSG00000265258	1	MIR4686	miRNA	False	False
ENSG00000265260	2	RN7SL74P	misc_RNA	False	False
ENSG00000265265	1	AC233702.5	lncRNA	False	False
ENSG00000265272	2	RN7SL693P	misc_RNA	False	False
ENSG00000265281	1	MIR3935	miRNA	False	False
ENSG00000265282	1	AC005828.4	lncRNA	False	False
ENSG00000265284	1	MIR4770	miRNA	False	False
ENSG00000265287	2	AC005726.4	lncRNA	False	False
ENSG00000265289	1	AC104996.1	lncRNA	False	False
ENSG00000265291	1	MIR4710	miRNA	False	False
ENSG00000265301	1	MIR548AD	miRNA	False	False
ENSG00000265303	1	AC099850.2	protein_coding	False	False
ENSG00000265304	1	MIR3650	miRNA	False	False
ENSG00000265306	1	MIR3195	miRNA	False	False
ENSG00000265313	7	LINC01476	lncRNA	False	False
ENSG00000265315	1	RN7SL199P	misc_RNA	False	False
ENSG00000265316	1	AP005059.2	lncRNA	False	False
ENSG00000265319	2	RN7SL847P	misc_RNA	False	False
ENSG00000265321	1	MIR4263	miRNA	False	False
ENSG00000265322	1	MIR3118-2	miRNA	False	False
ENSG00000265327	2	RN7SL411P	misc_RNA	False	False
ENSG00000265328	1	MIR548AB	miRNA	False	False
ENSG00000265331	1	MIR4524B	miRNA	False	False
ENSG00000265333	1	MIR3137	miRNA	False	False
ENSG00000265334	1	AC130324.2	lncRNA	False	False
ENSG00000265342	1	AC011933.3	lncRNA	False	False
ENSG00000265345	1	MIR5188	miRNA	False	False
ENSG00000265347	1	MIR4291	miRNA	False	False
ENSG00000265349	1	AC118755.2	lncRNA	False	False
ENSG00000265352	1	LINC01899	lncRNA	False	False
ENSG00000265354	4	TIMM23	protein_coding	False	False
ENSG00000265355	1	MIR3136	miRNA	False	False
ENSG00000265357	1	MIR4493	miRNA	False	False
ENSG00000265359	1	AC004231.4	lncRNA	False	False
ENSG00000265368	1	MIR4476	miRNA	False	False
ENSG00000265369	3	PCAT18	lncRNA	False	False
ENSG00000265370	1	MIR4682	miRNA	False	False
ENSG00000265372	1	MIR4675	miRNA	False	False
ENSG00000265373	2	MIR3180-2	miRNA	False	False
ENSG00000265374	1	LINC01908	lncRNA	False	False
ENSG00000265375	1	MIR4679-2	miRNA	False	False
ENSG00000265376	1	MIR466	miRNA	False	False
ENSG00000265378	1	AC012572.1	lncRNA	False	False
ENSG00000265380	1	AC079070.1	lncRNA	False	False
ENSG00000265386	2	RN7SL219P	misc_RNA	False	False
ENSG00000265388	2	RN7SL391P	misc_RNA	False	False
ENSG00000265390	1	MIR4999	miRNA	False	False
ENSG00000265392	1	MIR4252	miRNA	False	False
ENSG00000265393	1	AC084125.4	lncRNA	False	False
ENSG00000265394	1	AC104984.2	lncRNA	False	False
ENSG00000265395	1	MIR3944	miRNA	False	False
ENSG00000265396	1	MIR3128	miRNA	False	False
ENSG00000265399	1	AP005329.2	lncRNA	False	False
ENSG00000265400	1	AC005244.2	lncRNA	False	False
ENSG00000265401	1	AC093484.3	lncRNA	False	False
ENSG00000265407	1	MIR4324	miRNA	False	False
ENSG00000265411	1	RN7SL656P	misc_RNA	False	False
ENSG00000265415	1	AC099850.3	lncRNA	False	False
ENSG00000265418	1	MIR4261	miRNA	False	False
ENSG00000265420	1	MIR4779	miRNA	False	False
ENSG00000265421	1	AC016601.1	miRNA	False	False
ENSG00000265422	1	MIR4684	miRNA	False	False
ENSG00000265423	1	MIR4652	miRNA	False	False
ENSG00000265425	1	AC005909.1	lncRNA	False	False
ENSG00000265429	3	MIR4782	miRNA	False	False
ENSG00000265432	1	MIR4308	miRNA	False	False
ENSG00000265433	1	MIR4447	miRNA	False	False
ENSG00000265435	1	MIR3121	miRNA	False	False
ENSG00000265439	2	RN7SL811P	misc_RNA	False	False
ENSG00000265442	1	MIR3941	miRNA	False	False
ENSG00000265443	1	AC127024.3	lncRNA	False	False
ENSG00000265444	1	MIR4733	miRNA	False	False
ENSG00000265445	1	AC005703.2	lncRNA	False	False
ENSG00000265450	1	MIR4502	miRNA	False	False
ENSG00000265451	1	AC012447.1	lncRNA	False	False
ENSG00000265452	1	MIR3682	miRNA	False	False
ENSG00000265456	1	MIR3672	miRNA	False	False
ENSG00000265458	2	AC132938.3	lncRNA	False	False
ENSG00000265462	1	MIR3680-1	miRNA	False	False
ENSG00000265465	1	MIR4768	miRNA	False	False
ENSG00000265470	1	MIR548AQ	miRNA	False	False
ENSG00000265474	1	AC010761.4	lncRNA	False	False
ENSG00000265478	2	AC107982.3	lncRNA	False	False
ENSG00000265483	1	MIR4443	miRNA	False	False
ENSG00000265484	2	AC091691.2	lncRNA	False	False
ENSG00000265485	7	LINC01915	lncRNA	False	False
ENSG00000265486	2	RN7SL518P	misc_RNA	False	False
ENSG00000265487	1	AP001021.2	lncRNA	False	False
ENSG00000265489	1	AC005358.1	lncRNA	False	False
ENSG00000265490	1	AP001178.2	lncRNA	False	False
ENSG00000265491	5	RNF115	protein_coding	False	False
ENSG00000265494	1	AC005304.2	lncRNA	False	False
ENSG00000265496	5	AC100778.3	lncRNA	False	False
ENSG00000265499	1	MIR3156-2	miRNA	False	False
ENSG00000265503	1	MIR1269B	miRNA	False	False
ENSG00000265507	1	MIR4435-1	miRNA	False	False
ENSG00000265510	1	MIR4436A	miRNA	False	False
ENSG00000265511	1	AC020558.2	lncRNA	False	False
ENSG00000265514	2	LINC01892	lncRNA	False	False
ENSG00000265519	1	AC015922.2	lncRNA	False	False
ENSG00000265520	1	MIR548V	miRNA	False	False
ENSG00000265521	1	MIR5697	miRNA	False	False
ENSG00000265526	1	MIR4304	miRNA	False	False
ENSG00000265527	1	MIR5690	miRNA	False	False
ENSG00000265533	1	AC114689.3	lncRNA	False	False
ENSG00000265535	2	RN7SL475P	misc_RNA	False	False
ENSG00000265537	1	MIR3180-1	miRNA	False	False
ENSG00000265538	1	MIR4421	miRNA	False	False
ENSG00000265539	1	MIR3164	miRNA	False	False
ENSG00000265542	5	AC015845.2	lncRNA	False	False
ENSG00000265547	1	AC217774.1	lncRNA	False	False
ENSG00000265552	1	AC104961.1	lncRNA	False	False
ENSG00000265554	2	AP005271.1	lncRNA	False	False
ENSG00000265555	1	LINC01903	lncRNA	False	False
ENSG00000265558	1	MIR3918	miRNA	False	False
ENSG00000265559	2	RN7SL652P	misc_RNA	False	False
ENSG00000265561	2	MIR1268B	miRNA	False	False
ENSG00000265565	1	MIR3143	miRNA	False	False
ENSG00000265566	2	RN7SL605P	misc_RNA	False	False
ENSG00000265584	1	MIR3978	miRNA	False	False
ENSG00000265588	1	MIR5708	miRNA	False	False
ENSG00000265590	10	CFAP298-TCP10L	protein_coding	False	False
ENSG00000265595	1	MIR4756	miRNA	False	False
ENSG00000265596	1	MIR3659	miRNA	False	False
ENSG00000265598	1	MIR5707	miRNA	False	False
ENSG00000265599	1	MIR4471	miRNA	False	False
ENSG00000265606	1	MIR4695	miRNA	False	False
ENSG00000265612	1	MIR4539	miRNA	False	False
ENSG00000265617	1	MIR548AG2	miRNA	False	False
ENSG00000265618	1	AC002094.2	lncRNA	False	False
ENSG00000265623	1	MIR3139	miRNA	False	False
ENSG00000265635	1	MIR3612	miRNA	False	False
ENSG00000265641	1	MIR3929	miRNA	False	False
ENSG00000265643	1	AC119868.2	lncRNA	False	False
ENSG00000265644	1	AC087399.1	lncRNA	False	False
ENSG00000265648	2	RN7SL279P	misc_RNA	False	False
ENSG00000265653	1	MIR548AK	miRNA	False	False
ENSG00000265656	1	AC106037.3	lncRNA	False	False
ENSG00000265657	1	MIR3151	miRNA	False	False
ENSG00000265658	6	MIR3690	miRNA	False	False
ENSG00000265660	1	MIR4664	miRNA	False	False
ENSG00000265664	1	AC005544.2	lncRNA	False	False
ENSG00000265666	1	RARA-AS1	lncRNA	False	False
ENSG00000265669	1	MIR548AJ1	miRNA	False	False
ENSG00000265670	1	AC016382.1	lncRNA	False	False
ENSG00000265671	1	AP000894.3	lncRNA	False	False
ENSG00000265673	1	MIR4508	miRNA	False	False
ENSG00000265675	2	RN7SL708P	misc_RNA	False	False
ENSG00000265678	1	AC129510.1	lncRNA	False	False
ENSG00000265681	7	RPL17	protein_coding	False	False
ENSG00000265682	1	MIR4267	miRNA	False	False
ENSG00000265684	2	RN7SL378P	misc_RNA	False	False
ENSG00000265688	2	MAFG-DT	lncRNA	False	False
ENSG00000265689	1	AC024614.2	lncRNA	False	False
ENSG00000265690	7	AC074143.1	protein_coding	False	False
ENSG00000265691	1	MIR4460	miRNA	False	False
ENSG00000265692	1	LINC01970	lncRNA	False	False
ENSG00000265694	1	MIR4774	miRNA	False	False
ENSG00000265697	1	AC011824.3	lncRNA	False	False
ENSG00000265699	1	MIR548AE2	miRNA	False	False
ENSG00000265702	2	AC005821.1	lncRNA	False	False
ENSG00000265706	1	SNORD53B	snoRNA	False	False
ENSG00000265717	1	AC103808.3	lncRNA	False	False
ENSG00000265719	1	MIR4681	miRNA	False	False
ENSG00000265724	1	MIR4284	miRNA	False	False
ENSG00000265725	1	MIR3144	miRNA	False	False
ENSG00000265727	2	RN7SL648P	misc_RNA	False	False
ENSG00000265728	1	AP001099.1	lncRNA	False	False
ENSG00000265734	1	MIR4438	miRNA	False	False
ENSG00000265735	2	RN7SL5P	misc_RNA	False	False
ENSG00000265737	1	AP006565.1	lncRNA	False	False
ENSG00000265739	1	AC104984.3	lncRNA	False	False
ENSG00000265740	2	RN7SL339P	misc_RNA	False	False
ENSG00000265743	1	AC138207.5	lncRNA	False	False
ENSG00000265744	1	MIR4427	miRNA	False	False
ENSG00000265745	2	RN7SL375P	misc_RNA	False	False
ENSG00000265749	6	AC135178.4	lncRNA	False	False
ENSG00000265750	1	AC090772.3	lncRNA	False	False
ENSG00000265751	1	AC015878.1	lncRNA	False	False
ENSG00000265752	3	AC010754.1	lncRNA	False	False
ENSG00000265753	2	RN7SL444P	misc_RNA	False	False
ENSG00000265758	1	LINC01900	lncRNA	False	False
ENSG00000265763	4	ZNF488	protein_coding	False	False
ENSG00000265768	1	MIR4506	miRNA	False	False
ENSG00000265776	1	MIR3670-3	miRNA	False	False
ENSG00000265777	2	RN7SL624P	misc_RNA	False	False
ENSG00000265778	3	AC018413.1	lncRNA	False	False
ENSG00000265781	1	AC090415.2	lncRNA	False	False
ENSG00000265784	1	AC006441.3	lncRNA	False	False
ENSG00000265786	1	LINC01906	lncRNA	False	False
ENSG00000265789	1	MIR4330	miRNA	False	False
ENSG00000265793	1	MIR3118-4	miRNA	False	False
ENSG00000265799	1	AC090844.3	lncRNA	False	False
ENSG00000265802	2	RN7SL49P	misc_RNA	False	False
ENSG00000265806	1	MIR4292	miRNA	False	False
ENSG00000265808	4	SEC22B	protein_coding	False	False
ENSG00000265810	1	MIR3907	miRNA	False	False
ENSG00000265813	2	RN7SL300P	misc_RNA	False	False
ENSG00000265814	2	RN7SL376P	misc_RNA	False	False
ENSG00000265815	1	AC099677.5	miRNA	False	False
ENSG00000265817	4	FSBP	protein_coding	False	False
ENSG00000265818	1	EEF1E1-BLOC1S5	protein_coding	False	False
ENSG00000265820	1	MIR3177	miRNA	False	False
ENSG00000265822	1	MIR4422	miRNA	False	False
ENSG00000265828	1	MIR3939	miRNA	False	False
ENSG00000265829	1	MIR548AG1	miRNA	False	False
ENSG00000265831	1	MIR3123	miRNA	False	False
ENSG00000265840	1	AC010761.5	lncRNA	False	False
ENSG00000265841	1	MIR548X	miRNA	False	False
ENSG00000265843	3	LINC01029	lncRNA	False	False
ENSG00000265844	1	AC100863.1	lncRNA	False	False
ENSG00000265845	2	AC024267.4	lncRNA	False	False
ENSG00000265846	1	MIR4276	miRNA	False	False
ENSG00000265847	1	MIR4287	miRNA	False	False
ENSG00000265848	1	MIR3689D1	miRNA	False	False
ENSG00000265850	1	MIR4797	miRNA	False	False
ENSG00000265855	1	MIR4514	miRNA	False	False
ENSG00000265859	1	MIR5704	miRNA	False	False
ENSG00000265861	1	MIR4495	miRNA	False	False
ENSG00000265867	1	MIR4516	miRNA	False	False
ENSG00000265871	1	MIR3174	miRNA	False	False
ENSG00000265872	1	MIR3689A	miRNA	False	False
ENSG00000265873	1	MIR4289	miRNA	False	False
ENSG00000265874	1	MIR4489	miRNA	False	False
ENSG00000265878	2	MIR3914-1	miRNA	False	False
ENSG00000265879	1	MIR4748	miRNA	False	False
ENSG00000265882	2	RN7SL73P	misc_RNA	False	False
ENSG00000265885	2	RN7SL783P	misc_RNA	False	False
ENSG00000265888	2	DSCAS	lncRNA	False	False
ENSG00000265892	2	RN7SL311P	misc_RNA	False	False
ENSG00000265894	2	RN7SL357P	misc_RNA	False	False
ENSG00000265902	1	MIR4696	miRNA	False	False
ENSG00000265905	2	RN7SL96P	misc_RNA	False	False
ENSG00000265907	2	AP000919.1	lncRNA	False	False
ENSG00000265908	1	AC024267.5	lncRNA	False	False
ENSG00000265912	1	AC037487.1	lncRNA	False	False
ENSG00000265917	1	MIR3685	miRNA	False	False
ENSG00000265918	2	RN7SL543P	misc_RNA	False	False
ENSG00000265919	1	MIR4280	miRNA	False	False
ENSG00000265924	1	MIR5692C1	miRNA	False	False
ENSG00000265927	1	AC125421.2	lncRNA	False	False
ENSG00000265929	1	MIR5195	miRNA	False	False
ENSG00000265932	1	MIR3146	miRNA	False	False
ENSG00000265933	5	LINC00668	lncRNA	False	False
ENSG00000265935	1	AC032019.2	lncRNA	False	False
ENSG00000265942	2	RN7SL577P	misc_RNA	False	False
ENSG00000265943	1	AC090912.1	lncRNA	False	False
ENSG00000265944	1	LINC01387	lncRNA	False	False
ENSG00000265954	1	MIR4749	miRNA	False	False
ENSG00000265956	1	MIR4445	miRNA	False	False
ENSG00000265957	1	MIR4319	miRNA	False	False
ENSG00000265962	1	GACAT2	lncRNA	False	False
ENSG00000265964	1	AC217774.2	lncRNA	False	False
ENSG00000265965	1	MIR4266	miRNA	False	False
ENSG00000265967	1	AC100830.3	lncRNA	False	False
ENSG00000265971	1	AC005828.5	lncRNA	False	False
ENSG00000265972	6	TXNIP	protein_coding	False	False
ENSG00000265975	1	AC002091.1	lncRNA	False	False
ENSG00000265976	1	MIR4725	miRNA	False	False
ENSG00000265980	1	AC074237.1	lncRNA	False	False
ENSG00000265981	1	MIR544B	miRNA	False	False
ENSG00000265984	1	AC022809.1	lncRNA	False	False
ENSG00000265986	1	MIR4735	miRNA	False	False
ENSG00000265987	1	AC011933.4	lncRNA	False	False
ENSG00000265991	1	MIR4519	miRNA	False	False
ENSG00000265993	1	MIR5694	miRNA	False	False
ENSG00000265994	2	AC090365.1	lncRNA	False	False
ENSG00000265995	1	AC069114.1	lncRNA	False	False
ENSG00000265996	1	MIR3671	miRNA	False	False
ENSG00000266002	1	AC091059.1	lncRNA	False	False
ENSG00000266006	1	MIR4488	miRNA	False	False
ENSG00000266010	2	GATA6-AS1	lncRNA	False	False
ENSG00000266012	1	MIR4764	miRNA	False	False
ENSG00000266013	1	LINC02079	lncRNA	False	False
ENSG00000266014	2	AC103808.4	lncRNA	False	False
ENSG00000266015	1	MIR4309	miRNA	False	False
ENSG00000266016	3	MIR548Z	miRNA	False	False
ENSG00000266017	1	MIR4477B	miRNA	False	False
ENSG00000266019	1	MIR3609	miRNA	False	False
ENSG00000266036	1	AC016888.1	lncRNA	False	False
ENSG00000266038	1	MIR4659A	miRNA	False	False
ENSG00000266039	1	MIR4509-2	miRNA	False	False
ENSG00000266041	1	MIR4690	miRNA	False	False
ENSG00000266043	1	MIR3649	miRNA	False	False
ENSG00000266049	1	AP001011.1	lncRNA	False	False
ENSG00000266052	1	MIR4500	miRNA	False	False
ENSG00000266053	2	NDUFV2-AS1	lncRNA	False	False
ENSG00000266059	2	RN7SL140P	misc_RNA	False	False
ENSG00000266063	1	MIR4771-2	miRNA	False	False
ENSG00000266065	1	AP005202.2	lncRNA	False	False
ENSG00000266071	1	MIR3617	miRNA	False	False
ENSG00000266072	1	MIR5693	miRNA	False	False
ENSG00000266074	10	BAHCC1	protein_coding	False	False
ENSG00000266075	2	RN7SL574P	misc_RNA	False	False
ENSG00000266076	1	AC004805.1	protein_coding	False	False
ENSG00000266078	1	MIR4432	miRNA	False	False
ENSG00000266079	5	SNORA59B	snoRNA	False	False
ENSG00000266086	3	AC015813.2	protein_coding	False	False
ENSG00000266088	6	AC004585.1	lncRNA	False	False
ENSG00000266094	8	RASSF5	protein_coding	False	False
ENSG00000266097	1	MIR5192	miRNA	False	False
ENSG00000266099	1	MIR5700	miRNA	False	False
ENSG00000266100	1	AC007431.2	lncRNA	False	False
ENSG00000266101	1	AC004408.1	lncRNA	False	False
ENSG00000266102	1	AP006219.1	lncRNA	False	False
ENSG00000266104	1	MIR4326	miRNA	False	False
ENSG00000266106	1	AC103809.1	lncRNA	False	False
ENSG00000266107	1	MIR4525	miRNA	False	False
ENSG00000266109	1	MIR4440	miRNA	False	False
ENSG00000266110	1	MIR4423	miRNA	False	False
ENSG00000266111	2	AC068025.2	lncRNA	False	False
ENSG00000266114	1	AC015908.4	lncRNA	False	False
ENSG00000266120	1	AC104984.4	lncRNA	False	False
ENSG00000266124	1	MIR5587	miRNA	False	False
ENSG00000266128	2	RN7SL366P	misc_RNA	False	False
ENSG00000266133	1	MIR4759	miRNA	False	False
ENSG00000266139	2	MIR4435-2	miRNA	False	False
ENSG00000266140	1	MIR4533	miRNA	False	False
ENSG00000266144	1	MIR4654	miRNA	False	False
ENSG00000266146	1	MIR5190	miRNA	False	False
ENSG00000266148	1	MIR5583-1	miRNA	False	False
ENSG00000266149	1	AP001094.3	lncRNA	False	False
ENSG00000266150	1	MIR4711	miRNA	False	False
ENSG00000266151	1	MIR3646	miRNA	False	False
ENSG00000266153	1	AP005380.1	lncRNA	False	False
ENSG00000266158	2	RN7SL785P	misc_RNA	False	False
ENSG00000266160	2	RN7SL612P	misc_RNA	False	False
ENSG00000266166	2	RN7SL557P	misc_RNA	False	False
ENSG00000266168	1	MIR3147	miRNA	False	False
ENSG00000266171	1	AP001020.3	lncRNA	False	False
ENSG00000266173	7	STRADA	protein_coding	False	False
ENSG00000266174	1	MIR4666A	miRNA	False	False
ENSG00000266180	1	MIR4282	miRNA	False	False
ENSG00000266185	2	RN7SL804P	misc_RNA	False	False
ENSG00000266187	2	RN7SL480P	misc_RNA	False	False
ENSG00000266188	1	AC099677.6	miRNA	False	False
ENSG00000266189	1	MIR3186	miRNA	False	False
ENSG00000266192	3	MIR1260B	miRNA	False	False
ENSG00000266194	1	MIR4661	miRNA	False	False
ENSG00000266195	2	RN7SL163P	misc_RNA	False	False
